ID,Work Item Type,Title,Title,Title,Description,Assigned To,Business Owner,Business Process Lead,Area Path,Tags,State,Priority,Risk,Effort,Business Value,Time Criticality,Business Outcome Category,Value Area,Process Sequence ID,Discipline
,User Story,,,Review production estimates,,,,,DevOps Product Catalog Working Instance\Plan to produce,,New,1,,,,,,Business,70.50.020.200,
,Feature,,Record costs in production,,,,,,DevOps Product Catalog Working Instance\Plan to produce,,New,1,,,,,,Business,70.50.030,
,User Story,,,Approximate costs (Backflush costing),,,,,DevOps Product Catalog Working Instance\Plan to produce,,New,1,,,,,,Business,70.50.030.100,
,User Story,,,Integrate with something,,,,,DevOps Product Catalog Working Instance\Plan to produce,,New,1,,,,,,Business,70.50.030.200,
,User Story,,,Record actual costs,,,,,DevOps Product Catalog Working Instance\Plan to produce,,New,1,,,,,,Business,70.50.030.300,
,User Story,,,Run inventory recalculations,,,,,DevOps Product Catalog Working Instance\Plan to produce,,New,1,,,,,,Business,70.50.030.400,
,Feature,,Finalize costs for production orders,,,,,,DevOps Product Catalog Working Instance\Plan to produce,,New,1,,,,,,Business,70.50.040,
,User Story,,,End production orders via batch,,,,,DevOps Product Catalog Working Instance\Plan to produce,,New,1,,,,,,Business,70.50.040.100,
,User Story,,,Manually end a production order,,,,,DevOps Product Catalog Working Instance\Plan to produce,,New,1,,,,,,Business,70.50.040.200,
,Feature,,Analyze production costs,,,,,,DevOps Product Catalog Working Instance\Plan to produce,,New,1,,,,,,Business,70.50.050,
,User Story,,,Analyze production cost trends,,,,,DevOps Product Catalog Working Instance\Plan to produce,,New,1,,,,,,Business,70.50.050.100,
,User Story,,,Analyze WIP costs,,,,,DevOps Product Catalog Working Instance\Plan to produce,,New,1,,,,,,Business,70.50.050.200,
,User Story,,,Cost variance analysis,,,,,DevOps Product Catalog Working Instance\Plan to produce,,New,1,,,,,,Business,70.50.050.300,
,User Story,,,Review specific costs of a production order,,,,,DevOps Product Catalog Working Instance\Plan to produce,,New,1,,,,,,Business,70.50.050.400,
,User Story,,,View costing sheet for a production order,,,,,DevOps Product Catalog Working Instance\Plan to produce,,New,1,,,,,,Business,70.50.050.500,
,Epic,Control production quality,,,,,,,DevOps Product Catalog Working Instance\Plan to produce,,New,1,,,,,,Business,70.60,
,Feature,,Quarantine manufactured goods,,,,,,DevOps Product Catalog Working Instance\Plan to produce,,New,1,,,,,,Business,70.60.010,
,User Story,,,Batch disposition codes,,,,,DevOps Product Catalog Working Instance\Plan to produce,,New,1,,,,,,Business,70.60.010.100,
,User Story,,,Inventory blocking,,,,,DevOps Product Catalog Working Instance\Plan to produce,,New,1,,,,,,Business,70.60.010.200,
,User Story,,,Inventory status,,,,,DevOps Product Catalog Working Instance\Plan to produce,,New,1,,,,,,Business,70.60.010.300,
,User Story,,,Quarantine order,,,,,DevOps Product Catalog Working Instance\Plan to produce,,New,1,,,,,,Business,70.60.010.400,
,Feature,,Inspect manufactured goods,,,,,,DevOps Product Catalog Working Instance\Plan to produce,,New,1,,,,,,Business,70.60.020,
,User Story,,,Execute an ad hoc inspection,,,,,DevOps Product Catalog Working Instance\Plan to produce,,New,1,,,,,,Business,70.60.020.100,
,User Story,,,Perform a routine inspection,,,,,DevOps Product Catalog Working Instance\Plan to produce,,New,1,,,,,,Business,70.60.020.200,
,User Story,,,Record batch attributes from a quality inspection,,,,,DevOps Product Catalog Working Instance\Plan to produce,,New,1,,,,,,Business,70.60.020.300,
,User Story,,,Ship finished samples to external testing,,,,,DevOps Product Catalog Working Instance\Plan to produce,,New,1,,,,,,Business,70.60.020.400,
,User Story,,,Subcontract quality testing via quality order,,,,,DevOps Product Catalog Working Instance\Plan to produce,,New,1,,,,,,Business,70.60.020.500,
,User Story,,,Subcontract quality testing via service item,,,,,DevOps Product Catalog Working Instance\Plan to produce,,New,1,,,,,,Business,70.60.020.600,
,User Story,,,Test a specific production process,,,,,DevOps Product Catalog Working Instance\Plan to produce,,New,1,,,,,,Business,70.60.020.700,
,User Story,,,Test the output of a production,,,,,DevOps Product Catalog Working Instance\Plan to produce,,New,1,,,,,,Business,70.60.020.800,
,Feature,,Record cost of quality,,,,,,DevOps Product Catalog Working Instance\Plan to produce,,New,1,,,,,,Business,70.60.030,
,User Story,,,Enter it manually on a non conformance,,,,,DevOps Product Catalog Working Instance\Plan to produce,,New,1,,,,,,Business,70.60.030.100,
,User Story,,,Use projects to manage quality,,,,,DevOps Product Catalog Working Instance\Plan to produce,,New,1,,,,,,Business,70.60.030.200,
,User Story,,,Use route steps and products,,,,,DevOps Product Catalog Working Instance\Plan to produce,,New,1,,,,,,Business,70.60.030.300,
,Feature,,Report quality test results,,,,,,DevOps Product Catalog Working Instance\Plan to produce,,New,1,,,,,,Business,70.60.040,
,User Story,,,Certificate of analysis,,,,,DevOps Product Catalog Working Instance\Plan to produce,,New,1,,,,,,Business,70.60.040.100,
,User Story,,,Electronic device and batch tracking,,,,,DevOps Product Catalog Working Instance\Plan to produce,,New,1,,,,,,Business,70.60.040.200,
,User Story,,,Good old fashioned reporting,,,,,DevOps Product Catalog Working Instance\Plan to produce,,New,1,,,,,,Business,70.60.040.300,
,Feature,,Analyze production quality data,,,,,,DevOps Product Catalog Working Instance\Plan to produce,,New,1,,,,,,Business,70.60.050,
,User Story,,,Identify material trends,,,,,DevOps Product Catalog Working Instance\Plan to produce,,New,1,,,,,,Business,70.60.050.100,
,User Story,,,Identify material trends,,,,,DevOps Product Catalog Working Instance\Plan to produce,,New,1,,,,,,Business,70.60.050.200,
,User Story,,,Identify operation trends,,,,,DevOps Product Catalog Working Instance\Plan to produce,,New,1,,,,,,Business,70.60.050.300,
,User Story,,,Identify operation trends,,,,,DevOps Product Catalog Working Instance\Plan to produce,,New,1,,,,,,Business,70.60.050.400,
,Feature,,Rework defective inventory,,,,,,DevOps Product Catalog Working Instance\Plan to produce,,New,1,,,,,,Business,70.60.060,
,User Story,,,Use a rework batch order to rework product,,,,,DevOps Product Catalog Working Instance\Plan to produce,,New,1,,,,,,Business,70.60.060.100,
,Feature,,Report production quality non-conformance,,,,,,DevOps Product Catalog Working Instance\Plan to produce,,New,1,,,,,,Business,70.60.070,
,User Story,,,Report production quality non-conformance,,,,,DevOps Product Catalog Working Instance\Plan to produce,,New,1,,,,,,Business,70.60.070.100,
,Feature,,Execute corrective and preventative actions for production,,,,,,DevOps Product Catalog Working Instance\Plan to produce,,New,1,,,,,,Business,70.60.080,
,User Story,,,Use case management to record details about corrective and preventative actions,,,,,DevOps Product Catalog Working Instance\Plan to produce,,New,1,,,,,,Business,70.60.080.100,
,User Story,,,Integrate to a third-party for corrective and preventative actions,,,,,DevOps Product Catalog Working Instance\Plan to produce,,New,1,,,,,,Business,70.60.080.200,
,User Story,,,Use non conformance corrective actions,,,,,DevOps Product Catalog Working Instance\Plan to produce,,New,1,,,,,,Business,70.60.080.300,
,Epic,Define procurement and sourcing strategies,,,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.10,
,Feature,,Define procurement and sourcing policies,,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.10.010,
,User Story,,,Determine ASN requirements,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.10.010.100,
,User Story,,,Determine EDI requirements and processes,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.10.010.200,
,User Story,,,Define on time delivery policies,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.10.010.300,
,User Story,,,Define ship complete policies,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.10.010.400,
,User Story,,,Define labeling policies,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.10.010.500,
,User Story,,,Create purchasing policies,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.10.010.600,
,User Story,,,Define invoicing policies,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.10.010.700,
,User Story,,,Define procurement signing/approval limits,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.10.010.800,
,User Story,,,Establish lead times,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.10.010.900,
,User Story,,,Define allowed vendors,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.10.010.950,
,Feature,,Define the procurement process,,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.10.020,
,User Story,,,Determine the change order management process for purchase orders,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.10.020.100,
,User Story,,,Define the review and approval process for purchase agreements,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.10.020.200,
,User Story,,,Define the review and approval process for purchase orders using workflow,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.10.020.300,
,User Story,,,Define the review and approval process for purchase requisitions using workflow,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.10.020.400,
,User Story,,,Define the review and approval process for Request for Quotations (RFQs) using workflow,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.10.020.500,
,Feature,,Create vendor pricing contracts,,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.10.030,
,User Story,,,Define default purchase prices,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.10.030.100,
,User Story,,,Set purchases prices for specific vendors using trade agreements,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.10.030.200,
,User Story,,,Set purchase prices for groups of vendors using trade agreements,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.10.030.300,
,User Story,,,Define discounts for vendors,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.10.030.400,
,User Story,,,Define discounts for groups of vendors,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.10.030.500,
,Feature,,Update vendor pricing contracts,,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.10.040,
,User Story,,,Update default purchase prices manually,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.10.040.100,
,User Story,,,Update default purchase prices automatically from the last purchase price,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.10.040.200,
,User Story,,,Update purchases prices for specific vendors using trade agreements,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.10.040.300,
,User Story,,,Update purchase prices for groups of vendors using trade agreements,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.10.040.400,
,User Story,,,Update discounts for vendors,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.10.040.500,
,User Story,,,Updates discounts for groups of vendors,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.10.040.600,
,Feature,,Analyze product proposals,,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.10.050,
,User Story,,,Review write in products from purchase requisitions,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.10.050.100,
,User Story,,,Review product suggestions from Request for Quotation (RFQ) responses,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.10.050.200,
,User Story,,,Manually review product proposals,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.10.050.300,
,Epic,Define procurement catalogs,,,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.20,
,Feature,,Create procurement catalogs,,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.20.010,
,User Story,,,Create procurement catalogs,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.20.010.100,
,Feature,,Assign products to catalogs,,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.20.020,
,User Story,,,Assign products to catalogs,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.20.020.100,
,Feature,,Assign vendors to catalogs,,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.20.030,
,User Story,,,Assign vendors to catalogs,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.20.030.100,
,Feature,,Configure access to external catalogs,,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.20.040,
,User Story,,,Configure access to external catalogs,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.20.040.100,
,Feature,,Assign employee access to catalogs,,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.20.050,
,User Story,,,Assign employee access to catalogs,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.20.050.100,
,Epic,Manage vendor relationships,,,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.30,
,Feature,,Identify prospective vendors,,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.30.010,
,User Story,,,Analyze supplier risk,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.30.010.100,
,User Story,,,Register as vendor on the portal,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.30.010.200,
,Feature,,Create vendors,,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.30.020,
,User Story,,,Add vendor bank accounts,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.30.020.100,
,User Story,,,Add vendor contacts,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.30.020.200,
,User Story,,,Approve a vendor registration,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.30.020.300,
,User Story,,,Copy a vendor to another legal entity,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.30.020.400,
,User Story,,,Create vendors manually,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.30.020.500,
,User Story,,,Maintain vendor demographics,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.30.020.600,
,Feature,,Manage and update vendors,,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.30.030,
,User Story,,,End vendor relationship,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.30.030.100,
,User Story,,,Manage collaboration channels,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.30.030.200,
,User Story,,,Manage electronic ordering channels,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.30.030.300,
,User Story,,,Pause vendor relationship,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.30.030.400,
,User Story,,,Remove vendor contacts,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.30.030.500,
,User Story,,,Update vendor details,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.30.030.600,
,User Story,,,Validate and qualify a vendor,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.30.030.700,
,Feature,,Evaluate vendor performance,,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.30.040,
,User Story,,,Define vendor performance KPIs,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.30.040.100,
,User Story,,,Review failed quality orders on PO's,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.30.040.150,
,User Story,,,Identify trends and anomalies in vendor pricing by comparing categories,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.30.040.200,
,User Story,,,Identify trends and anomalies in vendor pricing by comparing vendors,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.30.040.250,
,User Story,,,Evaluate and review supplier recalls,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.30.040.300,
,User Story,,,Review of forecasted supply and vendor capacity,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.30.040.350,
,User Story,,,Review percentage of in full shipments,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.30.040.400,
,User Story,,,Review percentage of on time deliveries,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.30.040.450,
,User Story,,,Survey internal stakeholders about vendor performance using Dynamics 365 Customer Voice,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.30.040.500,
,User Story,,,Survey internal stakeholders about vendor performance using the Questionnaire module,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.30.040.550,
,User Story,,,Survey suppliers about their own performance by using Dynamics 365 Customer Voice,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.30.040.600,
,User Story,,,Survey suppliers about their own performance by using the Questionnaire module,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.30.040.650,
,User Story,,,Review vendor non conformances,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.30.040.700,
,User Story,,,Review warranty claims/servicing for suppliers,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.30.040.750,
,Epic,Procure materials and services,,,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.40,
,Feature,,Create purchase requisitions,,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.40.010,
,User Story,,,Add a category line to a purchase requisition,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.40.010.100,
,User Story,,,Add an item to purchase requisition,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.40.010.200,
,User Story,,,Add products using punchout e-procurement,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.40.010.300,
,User Story,,,Import purchase requisitions from a third-party system,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.40.010.400,
,Feature,,Create request for quotations (RFQ),,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.40.020,
,User Story,,,Accept or reject request for quotation (RFQ),,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.40.020.100,
,User Story,,,Sealed bids,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.40.020.200,
,User Story,,,Unsealed bids,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.40.020.300,
,User Story,,,Update a request for  quotation (RFQ),,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.40.020.400,
,Feature,,Create purchase order,,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.40.030,
,User Story,,,Add or remove not stocked item procurement category,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.40.030.100,
,User Story,,,Add or remove procurement categories,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.40.030.200,
,User Story,,,Add or remove stocked items to a purchase order,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.40.030.300,
,User Story,,,Use the buyers push to create transfer orders from purchases,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.40.030.400,
,User Story,,,Create purchase order from Intercompany trade,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.40.030.500,
,User Story,,,Create purchase order from project,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.40.030.600,
,User Story,,,Create purchase order from purchase agreement,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.40.030.700,
,User Story,,,Create purchase order from requisition,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.40.030.800,
,User Story,,,Create purchase order manually,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.40.030.900,
,User Story,,,Procure spare parts,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.40.030.950,
,Feature,,Confirm and send purchase order to the vendor,,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.40.040,
,User Story,,,Send purchases to a third-parrty logisitics carrier (3PL),,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.40.040.100,
,User Story,,,Send purchases order to vendors using Electronic Data Interchange (EDI),,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.40.040.200,
,User Story,,,Send purchases to to a third-party supplier portal,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.40.040.300,
,User Story,,,Manually confirm and send purchase orders to vendors,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.40.040.400,
,User Story,,,Use the vendor collaboration portal to send purchases to vendors,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.40.040.500,
,Feature,,Update purchase order,,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.40.050,
,User Story,,,Cancel a purchase order,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.40.050.100,
,User Story,,,Cancel the remaining quantity on a purchase order,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.40.050.200,
,User Story,,,Update delivery information,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.40.050.300,
,User Story,,,Update or change cross docking,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.40.050.400,
,User Story,,,Update quantity or pricing information,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.40.050.500,
,Feature,,Create volume or quantity purchase agreements (blanket orders),,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.40.060,
,User Story,,,Create volume or quantity purchase agreements (blanket orders),,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.40.060.100,
,Feature,,Return items to vendors,,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.40.070,
,User Story,,,Create purchase order debit note,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.40.070.100,
,User Story,,,Return products by creating negative quantity lines on a purchase orders,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.40.070.200,
,User Story,,,Create a Purchase order return,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.40.070.300,
,User Story,,,Return a fixed asset,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.40.070.400,
,Epic,Process vendor invoices,,,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.50,
,Feature,,Receive invoices,,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.50.010,
,User Story,,,Receive vendor invoices thorugh Electronic Data Interchange (EDI),,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.50.010.100,
,User Story,,,Receiv vendor invoices through email,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.50.010.200,
,User Story,,,Receive and sort physical (mailed) invoices,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.50.010.300,
,User Story,,,Receive invoice through the Vendor collaboration portal,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.50.010.400,
,Feature,,Record invoice details,,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.50.020,
,User Story,,,Record vendor invoices by using the approval journal,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.50.020.100,
,User Story,,,Record vendor invoices by using the Pending vendor invoice page,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.50.020.200,
,User Story,,,Record vendor invoices and perform three-way invoice matching,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.50.020.300,
,User Story,,,Record vendor invoices by using the perform two-way invoice matching,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.50.020.400,
,User Story,,,Process invoice for subcontracted services,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.50.020.500,
,User Story,,,Record vendor invoices by using the automated invoice process with OCR,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.50.020.600,
,User Story,,,Import vendor invoices from a third-party solution,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.50.020.700,
,User Story,,,Record vendor invoices by using the Vendor invoice excl. posting page,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.50.020.800,
,User Story,,,Record vendor invoices by using the Vendor invoice journal page,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.50.020.900,
,Feature,,Review and approve invoices,,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.50.030,
,User Story,,,Analyze invoice policy violations,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.50.030.100,
,User Story,,,Use basic journal approval for vendor invoices,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.50.030.200,
,User Story,,,Use workflow for vendor invoices,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.50.030.300,
,User Story,,,Import fully approved vendor invoices,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.50.030.400,
,User Story,,,Manually approved invoices outside the system,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.50.030.500,
,User Story,,,Use Power Automate to approve invoices,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.50.030.600,
,Feature,,Post vendor invoices,,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.50.040,
,User Story,,,Post vendor invoices automatically using a batch job,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.50.040.100,
,User Story,,,Post vendor invoices manually,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.50.040.200,
,Feature,,Generate a prepayment invoice,,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.50.050,
,User Story,,,Generate a prepayment vendor invoices manually through an invoice journal,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.50.050.100,
,User Story,,,Generate a prepayment vendor invoice through a purchase order,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.50.050.200,
,Feature,,Identify vendor policy violations,,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.50.060,
,User Story,,,Identify vendor policy violations,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.50.060.100,
